item_code,bar_code,vendor_article_id,vendor_article_name,division,section,department,brand_name,node,item_name,size,style_group_id
BD43926,10003457,FW24PL54024_1_1_1,INTERACTION 5 POCKET PANTS Multi 34,Clothing,Men,Topwear,Capsul,Tshirts,Capsul-Men-Topwear-Tshirts-Official Collaboration with Austin Lee-Multi-Multi-34,34,BW_CAP_INTERACTIONPOCK_MULTI_01
BD48961,100-11-3000:00:00,"011-100-30
",Vintage Wash Straight Fit Jeans,Clothing,Women,Bottomwear,Bluer,Jeans,Bluer-Women-Bottomwear-Jeans-Casual -Blue-All-Season-30,30,BW_BLU_WASH_BLUE_01
BD1338983,100148,aditi-set-chambray-2XL,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_ADITI_BLACK_01
BD1339041,100149,avni-set-chambray-2XL,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1339168,100150,heera-set-chambray-2XL,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_HEERA_BLACK_01
BD1338959,100151,diya-dress-chambray-2XL,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_DIYADRESSCHAMBRAY_01
BD1339100,100152,diya-dress-chambray-3XL,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_DIYADRESSCHAMBRAY_01
BD1339066,100153,heera-set-chambray-3XL,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_HEERA_BLACK_01
BD1339188,100154,avni-set-chambray-3XL,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1338897,100155,aditi-set-chambray-3XL,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_ADITI_BLACK_01
BD1339195,100172,diya-dress-chambray-L,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-L,L,BW_DHA_DIYADRESSCHAMBRAY_01
BD1339169,100173,heera-set-chambray-L,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-L,L,BW_DHA_HEERA_BLACK_01
BD1338967,100174,avni-set-chambray-L,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-L,L,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1339107,100175,aditi-set-chambray-L,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-L,L,BW_DHA_ADITI_BLACK_01
BD1339119,100178,aditi-set-chambray-M,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-M,M,BW_DHA_ADITI_BLACK_01
BD1338892,100179,avni-set-chambray-M,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-M,M,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1339173,100180,heera-set-chambray-M,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-M,M,BW_DHA_HEERA_BLACK_01
BD1339210,100181,diya-dress-chambray-M,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-M,M,BW_DHA_DIYADRESSCHAMBRAY_01
BD1339055,100182,diya-dress-chambray-S,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-S,S,BW_DHA_DIYADRESSCHAMBRAY_01
BD1338910,100183,heera-set-chambray-S,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-S,S,BW_DHA_HEERA_BLACK_01
BD1338944,100184,aditi-set-chambray-S,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-S,S,BW_DHA_ADITI_BLACK_01
BD1338946,100185,avni-set-chambray-S,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-S,S,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1338981,100188,aditi-set-chambray-XL,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_ADITI_BLACK_01
BD1339075,100189,avni-set-chambray-XL,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1339190,100190,heera-set-chambray-XL,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_HEERA_BLACK_01
BD1339001,100191,diya-dress-chambray-XL,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_DIYADRESSCHAMBRAY_01
BD1338933,100192,diya-dress-chambray-XS,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_DIYADRESSCHAMBRAY_01
BD1338991,100193,heera-set-chambray-XS,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_HEERA_BLACK_01
BD1338997,100194,avni-set-chambray-XS,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1339006,100195,aditi-set-chambray-XS,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_ADITI_BLACK_01
BD1339028,100198,aditi-set-chambray-XXS,Aditi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_ADITI_BLACK_01
BD1339016,100199,avni-set-chambray-XXS,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_AVNISETCHAMBRAYBLACK_01
BD1339185,100200,heera-set-chambray-XXS,Heera Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Chambray-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_HEERA_BLACK_01
BD1339120,100201,diya-dress-chambray-XXS,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Chambray-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_DIYADRESSCHAMBRAY_01
BD1338903,100202,anchi-set-ember-2XL,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-2XL,2XL,BW_DHA_ANCHI_RED_01
BD1339078,100204,preet-set-ember-2XL,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-2XL,2XL,BW_DHA_PREET_RED_01
BD1339101,100205,neelam-dress-ember-2XL,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-2XL,2XL,BW_DHA_NEELAM_RED_01
BD1339096,100210,neelam-dress-ember-3XL,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-3XL,3XL,BW_DHA_NEELAM_RED_01
BD1339162,100211,preet-set-ember-3XL,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-3XL,3XL,BW_DHA_PREET_RED_01
BD1339198,100213,anchi-set-ember-3XL,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-3XL,3XL,BW_DHA_ANCHI_RED_01
BD1339130,100234,neelam-dress-ember-L,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-L,L,BW_DHA_NEELAM_RED_01
BD1338907,100235,preet-set-ember-L,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-L,L,BW_DHA_PREET_RED_01
BD1339014,100237,anchi-set-ember-L,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-L,L,BW_DHA_ANCHI_RED_01
BD1339064,100238,anchi-set-ember-M,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-M,M,BW_DHA_ANCHI_RED_01
BD1339082,100240,preet-set-ember-M,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-M,M,BW_DHA_PREET_RED_01
BD1339159,100241,neelam-dress-ember-M,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-M,M,BW_DHA_NEELAM_RED_01
BD1339192,100246,neelam-dress-ember-S,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-S,S,BW_DHA_NEELAM_RED_01
BD1338975,100247,preet-set-ember-S,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-S,S,BW_DHA_PREET_RED_01
BD1338951,100249,anchi-set-ember-S,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-S,S,BW_DHA_ANCHI_RED_01
BD1339012,100250,anchi-set-ember-XL,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-XL,XL,BW_DHA_ANCHI_RED_01
BD1338992,100252,preet-set-ember-XL,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-XL,XL,BW_DHA_PREET_RED_01
BD1339092,100253,neelam-dress-ember-XL,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-XL,XL,BW_DHA_NEELAM_RED_01
BD1339059,100258,neelam-dress-ember-XS,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-XS,XS,BW_DHA_NEELAM_RED_01
BD1339135,100259,preet-set-ember-XS,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-XS,XS,BW_DHA_PREET_RED_01
BD1338955,100261,anchi-set-ember-XS,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-XS,XS,BW_DHA_ANCHI_RED_01
BD1338978,100262,anchi-set-ember-XXS,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-XXS,XXS,BW_DHA_ANCHI_RED_01
BD1339020,100264,preet-set-ember-XXS,Preet Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Ember-Red-Amalgam - Festive 2025-XXS,XXS,BW_DHA_PREET_RED_01
BD1338913,100265,neelam-dress-ember-XXS,Neelam Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Ember-Red-Amalgam - Festive 2025-XXS,XXS,BW_DHA_NEELAM_RED_01
BD1339163,100268,ananda-dress-graphite-2XL,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_ANANDA_BLACK_01
BD1338926,100269,avni-set-graphite-2XL,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1338943,100270,shweta-set-graphite-2XL,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_SHWETA_BLACK_01
BD1339127,100271,anchi-set-graphite-2XL,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_ANCHI_BLACK_01
BD1339040,100272,diya-dress-graphite-2XL,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-2XL,2XL,BW_DHA_DIYADRESSGRAPHITE_01
BD1339152,100273,diya-dress-graphite-3XL,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_DIYADRESSGRAPHITE_01
BD1339181,100274,anchi-set-graphite-3XL,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_ANCHI_BLACK_01
BD1339034,100275,shweta-set-graphite-3XL,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_SHWETA_BLACK_01
BD1338925,100276,avni-set-graphite-3XL,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1339199,100277,ananda-dress-graphite-3XL,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-3XL,3XL,BW_DHA_ANANDA_BLACK_01
BD1338970,100293,diya-dress-graphite-L,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-L,L,BW_DHA_DIYADRESSGRAPHITE_01
BD1339157,100294,anchi-set-graphite-L,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-L,L,BW_DHA_ANCHI_BLACK_01
BD1339029,100295,shweta-set-graphite-L,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-L,L,BW_DHA_SHWETA_BLACK_01
BD1339057,100296,avni-set-graphite-L,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-L,L,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1338916,100297,ananda-dress-graphite-L,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-L,L,BW_DHA_ANANDA_BLACK_01
BD1339137,100298,ananda-dress-graphite-M,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-M,M,BW_DHA_ANANDA_BLACK_01
BD1338936,100299,avni-set-graphite-M,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-M,M,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1339221,100300,shweta-set-graphite-M,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-M,M,BW_DHA_SHWETA_BLACK_01
BD1339015,100301,anchi-set-graphite-M,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-M,M,BW_DHA_ANCHI_BLACK_01
BD1339128,100302,diya-dress-graphite-M,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-M,M,BW_DHA_DIYADRESSGRAPHITE_01
BD1339213,100303,diya-dress-graphite-S,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-S,S,BW_DHA_DIYADRESSGRAPHITE_01
BD1338989,100304,anchi-set-graphite-S,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-S,S,BW_DHA_ANCHI_BLACK_01
BD1339121,100305,shweta-set-graphite-S,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-S,S,BW_DHA_SHWETA_BLACK_01
BD1338950,100306,avni-set-graphite-S,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-S,S,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1338904,100307,ananda-dress-graphite-S,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-S,S,BW_DHA_ANANDA_BLACK_01
BD1339106,100308,ananda-dress-graphite-XL,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_ANANDA_BLACK_01
BD1339191,100309,avni-set-graphite-XL,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1339074,100310,shweta-set-graphite-XL,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_SHWETA_BLACK_01
BD1339180,100311,anchi-set-graphite-XL,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_ANCHI_BLACK_01
BD1338922,100312,diya-dress-graphite-XL,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-XL,XL,BW_DHA_DIYADRESSGRAPHITE_01
BD1339205,100313,diya-dress-graphite-XS,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_DIYADRESSGRAPHITE_01
BD1339037,100314,anchi-set-graphite-XS,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_ANCHI_BLACK_01
BD1339011,100315,shweta-set-graphite-XS,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_SHWETA_BLACK_01
BD1339093,100316,avni-set-graphite-XS,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1339123,100317,ananda-dress-graphite-XS,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-XS,XS,BW_DHA_ANANDA_BLACK_01
BD1339160,100318,ananda-dress-graphite-XXS,Ananda Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_ANANDA_BLACK_01
BD1339203,100319,avni-set-graphite-XXS,Avni Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_AVNISETGRAPHITEBLACK_01
BD1338980,100320,shweta-set-graphite-XXS,Shweta Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_SHWETA_BLACK_01
BD1339155,100321,anchi-set-graphite-XXS,Anchi Set,Clothing,Women,Topwear,Dhaaga,Co-Ords,Dhaaga-Women-Topwear-Co-Ords-Graphite-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_ANCHI_BLACK_01
BD1339058,100322,diya-dress-graphite-XXS,Diya Dress,Clothing,Women,Topwear,Dhaaga,Dresses,Dhaaga-Women-Topwear-Dresses-Graphite-Black-Amalgam - Festive 2025-XXS,XXS,BW_DHA_DIYADRESSGRAPHITE_01
BD1371113,100357006513,Q103-S,Crimson Cascade,Clothing,Women,Indian & Festivewear,Qunic,Ethnic Dresses,Qunic-Women-Indian & Festivewear-Ethnic Dresses-Semi-Fitted-Plum-Bloome-S,S,BW_QUN_SEMI_PLUM_01
BD1371114,100357006514,Q103-M,Crimson Cascade,Clothing,Women,Indian & Festivewear,Qunic,Ethnic Dresses,Qunic-Women-Indian & Festivewear-Ethnic Dresses-Semi-Fitted-Plum-Bloome-M,M,BW_QUN_SEMI_PLUM_01
BD1371116,100357006515,Q103-L,Crimson Cascade,Clothing,Women,Indian & Festivewear,Qunic,Ethnic Dresses,Qunic-Women-Indian & Festivewear-Ethnic Dresses-Semi-Fitted-Plum-Bloome-L,L,BW_QUN_SEMI_PLUM_01
BD1371117,100357006516,Q103-XL,Crimson Cascade,Clothing,Women,Indian & Festivewear,Qunic,Ethnic Dresses,Qunic-Women-Indian & Festivewear-Ethnic Dresses-Semi-Fitted-Plum-Bloome-XL,XL,BW_QUN_SEMI_PLUM_01
BD1371110,100357006517,Q103-XXL,Crimson Cascade,Clothing,Women,Indian & Festivewear,Qunic,Ethnic Dresses,Qunic-Women-Indian & Festivewear-Ethnic Dresses-Semi-Fitted-Plum-Bloome-XXL,XXL,BW_QUN_SEMI_PLUM_01
BD1371109,100357006518,Q104-S,Olive Flair,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Mustard Olive-Bloome-S,S,BW_QUN_FLAIR_OLIVE_01
BD1371115,100357006519,Q104-M,Olive Flair,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Mustard Olive-Bloome-M,M,BW_QUN_FLAIR_OLIVE_01
BD1371108,100357006520,Q104-L,Olive Flair,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Mustard Olive-Bloome-L,L,BW_QUN_FLAIR_OLIVE_01
BD1371111,100357006521,Q104-XL,Olive Flair,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Mustard Olive-Bloome-XL,XL,BW_QUN_FLAIR_OLIVE_01
BD1371120,100357006522,Q104-XXL,Olive Flair,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Mustard Olive-Bloome-XXL,XXL,BW_QUN_FLAIR_OLIVE_01
BD1371118,100357006523,Q109-S,Amethyst Bloom,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Plum Purple-Bloome-S,S,BW_QUN_AMETHYSTBLOOM_PURPLE_01
BD1371122,100357006524,Q109-M,Amethyst Bloom,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Plum Purple-Bloome-M,M,BW_QUN_AMETHYSTBLOOM_PURPLE_01
BD1371123,100357006525,Q109-L,Amethyst Bloom,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Plum Purple-Bloome-L,L,BW_QUN_AMETHYSTBLOOM_PURPLE_01
BD1371124,100357006526,Q109-XL,Amethyst Bloom,Clothing,Women,Topwear,Qunic,Co-Ords,Qunic-Women-Topwear-Co-Ords-Semi-Fitted-Plum Purple-Bloome-XL,XL,BW_QUN_AMETHYSTBLOOM_PURPLE_01
